"","condition","CN","beta1","beta2","beta3","ICC","singularity_MLM0","singularity_MLM1","singularity_MLM2","singularity_MLM3","singularity_MLM4","singularity_MLM5","singularity_MLM6","ICC_MLM0mean","pseudo_ICC_MLM1mean","pseudo_ICC_MLM2mean","pseudo_ICC_MLM3mean","pseudo_ICC_MLM4mean","pseudo_ICC_MLM5mean","pseudo_ICC_MLM6mean"
"1",1,30,0.3,0.1,0,0.2,0.116,0.002,0.004004004004004,0.026,0.031,0.148,0.167,0.212985921277866,0.524906785612539,0.524695821388785,0.334959510949389,0.334607161093135,0.204727131739793,0.198445552426319
"2",10,30,0.3,0.3,0,0.2,0.139,0,0,0.291,0.311,1,1,0.207363398172842,0.7347715369635,0.734775808542189,0.136160517397221,0.140228663312259,3.96199144731581e-19,0
"3",100,30,0.3,0.5,0.5,0.2,0.173,0.042,0,0.435,0.447,0.946,0.909,0.207677244241634,0.309084781126134,0.588884068419523,0.0928381572074174,0.0952460232729835,0.00492762832561186,0.0103120817782467
"4",101,120,0.3,0.5,0.5,0.2,0.027,0,0,0.425,0.415,1,0.998,0.201769271861072,0.302715242788702,0.579628936239487,0.0486410681853908,0.0493226473793197,0,8.11363614786241e-05
"5",102,510,0.3,0.5,0.5,0.2,0,0,0,0.331,0.332,1,1,0.199054381215835,0.302932445686785,0.577593567872837,0.0288065566623782,0.0289938573981281,0,0
"6",103,30,0.3,0.5,0.5,0.4,0.012,0,0,0.425,0.417,0.942,0.876,0.396677878284367,0.542237268975778,0.687517425755515,0.100447151131246,0.104493117545939,0.00499442480163376,0.0167497431565768
"7",104,120,0.3,0.5,0.5,0.4,0,0,0,0.423,0.42,0.999,0.997,0.396430585005114,0.533879021238017,0.678038241261537,0.0451687137355514,0.0454671953201012,6.94195622688018e-06,0.000194978486383593
"8",105,510,0.3,0.5,0.5,0.4,0,0,0,0.307,0.308,1,1,0.400141439329793,0.534462779894242,0.675709597235062,0.0298954273110857,0.0300248737804192,0,0
"9",106,30,0.3,0.5,0.5,0.8,0,0,0,0.43,0.426,0.947,0.912,0.792785493143403,0.870899295133322,0.887461793844892,0.0925977075672328,0.0959112174229786,0.00405260624857799,0.00974302477900176
"10",107,120,0.3,0.5,0.5,0.8,0,0,0,0.389,0.383,1,0.998,0.799130591883124,0.872384212798712,0.886591765626501,0.0497444092410868,0.0501386139600203,6.78479908647846e-18,5.14931361161333e-05
"11",108,510,0.3,0.5,0.5,0.8,0,0,0,0.333,0.336,1,1,0.798995291522167,0.87163658513869,0.885327581758339,0.0295603812541604,0.0295809978129934,1.41768470520081e-20,4.36162695101444e-20
"12",109,30,0.3,0,0,0.2,0.14,0.004,0.003,0.003,0.003003003003003,0.003,0.005,0.2045957624232,0.484189817034607,0.484946802539521,0.485663878615325,0.48611346620485,0.484094769249073,0.484856905614271
"13",11,120,0.3,0.3,0,0.2,0.011,0,0,0.145,0.143,1,1,0.202240692652423,0.741049641162462,0.741225805817243,0.103104749270546,0.103662262753972,0,0
"14",110,120,0.3,0,0,0.2,0.016,0,0,0,0,0,0,0.199915094736962,0.499010270499592,0.498974267623135,0.499273345362577,0.499167093387334,0.49905865937499,0.498603100944866
"15",111,510,0.3,0,0,0.2,0,0,0,0,0,0,0,0.200350582043693,0.500852443327658,0.500887553279312,0.500859696810981,0.500863395534244,0.500849186375313,0.500947824872096
"16",112,30,0.3,0,0,0.4,0.01001001001001,0.003003003003003,0.003,0.002002002002002,0.002,0.002002002002002,0.004,0.383916860735195,0.486466231899299,0.486227945338904,0.485506236394763,0.485792246790863,0.484057479838162,0.483457823238942
"17",113,120,0.3,0,0,0.4,0,0,0,0,0,0,0,0.399944060127939,0.497301093699266,0.497554397465707,0.497012776220418,0.496958352914866,0.497012976736927,0.497195310222163
"18",114,510,0.3,0,0,0.4,0,0,0,0,0,0,0,0.39971259019643,0.49957784070156,0.499588804284504,0.499524050358029,0.499555648975588,0.499539604894143,0.499537574130507
"19",115,30,0.3,0,0,0.8,0,0.003,0.003,0.004,0.006,0.004,0.007,0.788154993388383,0.476895592734282,0.476737179076169,0.476911923777132,0.475892574465939,0.477535124524293,0.475029796327527
"20",116,120,0.3,0,0,0.8,0,0,0,0,0,0,0,0.797038900914712,0.493954357416274,0.494168297091882,0.49425347981222,0.493926340685745,0.494168246374831,0.494200576429614
"21",117,510,0.3,0,0,0.8,0,0,0,0,0,0,0,0.800082525132926,0.500639750804129,0.500648553940227,0.500684883576922,0.500680934831677,0.500735787682597,0.500672515323496
"22",12,510,0.3,0.3,0,0.2,0,0,0,0.015,0.016,1,1,0.1989455561494,0.741362501344072,0.74131964542017,0.0920727721514461,0.0920879596448112,0,0
"23",13,30,0.3,0.3,0,0.4,0.009,0,0,0.282,0.297,0.999,0.998,0.385582660091831,0.868893172230199,0.868959236476399,0.140297394311549,0.143806921607484,2.66786888533482e-05,0.000175332775793663
"24",14,120,0.3,0.3,0,0.4,0,0,0,0.14,0.146,1,1,0.395252470571512,0.871506140098659,0.871467676146943,0.104362308454858,0.104420316086235,0,0
"25",15,510,0.3,0.3,0,0.4,0,0,0,0.014,0.014,1,1,0.401045000367953,0.872474864823865,0.872464414733128,0.0934431237099671,0.0935957415693558,0,0
"26",16,30,0.3,0.3,0,0.8,0,0,0,0.272,0.285,1,1,0.788646071708122,0.974459090035269,0.974419907046019,0.13901513787742,0.141874853819804,0,3.4695448370238e-18
"27",17,120,0.3,0.3,0,0.8,0,0,0,0.147,0.147,1,1,0.798082530899433,0.974580566473357,0.974581797326007,0.101202089735535,0.101457309114741,0,0
"28",18,510,0.3,0.3,0,0.8,0,0,0,0.019,0.018,1,1,0.800352281277968,0.974670368543458,0.974674058749403,0.0962564707398308,0.0963694867794431,0,0
"29",19,30,0.3,0.5,0,0.2,0.127,0,0,0.35,0.368,1,1,0.20740020189213,0.865728968327859,0.86588260944002,0.115697719735653,0.124388914710094,0,0
"30",2,120,0.3,0.1,0,0.2,0.018,0,0,0,0,0.009,0.01,0.197232427710296,0.534724348469454,0.534704900965012,0.330328106273012,0.330490254968249,0.195676048300573,0.193968907517927
"31",20,120,0.3,0.5,0,0.2,0.004,0,0,0.296,0.301,1,1,0.20579415670973,0.86937777202457,0.869318838788761,0.0645872887273737,0.0655482868143978,0,0
"32",21,510,0.3,0.5,0,0.2,0,0,0,0.194,0.191,1,1,0.202171209481276,0.869859101734702,0.869874771024842,0.0440210968199168,0.044074994161115,0,0
"33",22,30,0.3,0.5,0,0.4,0.004,0,0,0.358,0.379,1,1,0.39807315509917,0.944659965628721,0.944566531221064,0.111797429253468,0.119360641228913,0,0
"34",23,120,0.3,0.5,0,0.4,0,0,0,0.297,0.307,1,1,0.402321295291917,0.945335065160807,0.945348052948632,0.0648864525793283,0.0655279256807007,0,0
"35",24,510,0.3,0.5,0,0.4,0,0,0,0.211,0.214,1,1,0.398504615951151,0.945720422863097,0.945726422399578,0.0420003325349584,0.0420813198599829,0,0
"36",25,30,0.3,0.5,0,0.8,0,0,0,0.362362362362362,0.366,1,1,0.796306880038087,0.990275669015697,0.990260944729441,0.112336354753948,0.116990384171251,0,0
"37",26,120,0.3,0.5,0,0.8,0,0,0,0.338,0.332,1,1,0.797147413902405,0.990458556786625,0.990454417197452,0.0586092748051283,0.0591854345896433,0,0
"38",27,510,0.3,0.5,0,0.8,0,0,0,0.194,0.198,1,1,0.799439193751854,0.990400684184369,0.990401670840434,0.0434649636376072,0.0434895174967072,0,0
"39",28,30,0.3,0.1,0.1,0.2,0.16,0.019,0.001,0.0890890890890891,0.091,0.218,0.174,0.206340981763171,0.368021857304306,0.492570435144077,0.258592822067611,0.260854875764466,0.164795945139259,0.19659969709785
"40",29,120,0.3,0.1,0.1,0.2,0.014,0,0,0.003,0.001,0.058,0.02,0.195633148528616,0.371017954426014,0.502481680389862,0.248835617947859,0.249189829585322,0.144102345858531,0.185972157034796
"41",3,510,0.3,0.1,0,0.2,0,0,0,0,0,0,0,0.19881487758207,0.541309202611833,0.541397138855451,0.332597222329984,0.332560646233821,0.199257054634883,0.198857783009302
"42",30,510,0.3,0.1,0.1,0.2,0,0,0,0,0,0,0,0.199009401911492,0.374841800897441,0.506072007293559,0.249616298744415,0.24976705017489,0.142064935587088,0.185108400115019
"43",31,30,0.3,0.1,0.1,0.4,0.012,0.005,0,0.08,0.086,0.22,0.181,0.384142078818524,0.458950480308081,0.54527691306865,0.255147464450837,0.256308852409419,0.16204755770377,0.20517984861469
"44",32,120,0.3,0.1,0.1,0.4,0,0,0,0.001,0.002,0.058,0.017,0.400024925815462,0.458078063575999,0.54523004810334,0.249231943910624,0.249800289993535,0.143911411432637,0.198324676644735
"45",33,510,0.3,0.1,0.1,0.4,0,0,0,0,0,0.001,0,0.398589758336499,0.458688526343833,0.544175413704015,0.249828911472091,0.249871271796565,0.142658528117203,0.200108197216925
"46",34,30,0.3,0.1,0.1,0.8,0,0,0,0.091,0.096,0.24,0.197,0.791501443783724,0.737122566565342,0.75587882975956,0.248078590767972,0.249660564849342,0.149117824136799,0.183634040524879
"47",35,120,0.3,0.1,0.1,0.8,0,0,0,0.003,0.002,0.061,0.029,0.796169230199085,0.738534593186589,0.757172542288695,0.249264202440244,0.249813527987613,0.142913445730543,0.177344287545021
"48",36,510,0.3,0.1,0.1,0.8,0,0,0,0,0,0.001,0,0.799520072363932,0.739482265938172,0.756676585026192,0.249030333142595,0.248963424785602,0.140987862483292,0.173635186060599
"49",37,30,0.3,0.3,0.1,0.2,0.136,0,0,0.309,0.313,0.998,0.994,0.210939756619927,0.595131315430491,0.715722072938261,0.138857748062432,0.144861918688513,0.000285915429566125,0.000582449066991017
"50",38,120,0.3,0.3,0.1,0.2,0.01,0,0,0.173,0.186,1,1,0.203845108396813,0.601378667861961,0.717560529657648,0.0976148783122643,0.0981540804497419,0,0
"51",39,510,0.3,0.3,0.1,0.2,0,0,0,0.025,0.024,1,1,0.199295641732244,0.599265818545705,0.716039569662276,0.0859522777940914,0.085924584999232,0,0
"52",4,30,0.3,0.1,0,0.4,0.006,0,0,0.039,0.047,0.167,0.18,0.397842248033048,0.598728269368238,0.598212896589798,0.328424450742924,0.330429781184933,0.199702288996711,0.195193228142813
"53",40,30,0.3,0.3,0.1,0.4,0.023,0,0,0.284,0.305,0.997,0.999,0.395434830200816,0.780914994403498,0.835031871024646,0.139482486067562,0.143596814999716,0.000119038683176162,3.43624901738255e-05
"54",41,120,0.3,0.3,0.1,0.4,0,0,0,0.155155155155155,0.161,1,1,0.39312187189452,0.782502174716932,0.836860743088324,0.0980509900289118,0.098420077520819,0,0
"55",42,510,0.3,0.3,0.1,0.4,0,0,0,0.037,0.039,1,1,0.400214718712038,0.78193223889739,0.836183971716604,0.0841237070091233,0.0841820203939116,0,0
"56",43,30,0.3,0.3,0.1,0.8,0,0,0,0.257,0.257,0.998,0.994,0.792272764110998,0.953214135208567,0.957666737241673,0.143232458765665,0.147963775179254,9.14348193886737e-05,0.00037572777562385
"57",44,120,0.3,0.3,0.1,0.8,0,0,0,0.165,0.168,1,1,0.798962732063743,0.95300425912078,0.957224642941277,0.0975660203212282,0.0975653632478601,0,0
"58",45,510,0.3,0.3,0.1,0.8,0,0,0,0.03,0.031,1,1,0.799411170468136,0.952926372915478,0.957163801020212,0.0865398267258854,0.0865268223956927,0,0
"59",46,30,0.3,0.5,0.1,0.2,0.129,0,0,0.378,0.395,1,1,0.209179258620321,0.772824348790337,0.851432899347034,0.108875618515878,0.116523610504474,0,0
"60",47,120,0.3,0.5,0.1,0.2,0.012,0,0,0.306,0.305,1,1,0.207740670731202,0.776651936031347,0.853977830268607,0.0631315502253497,0.0643968211655605,0,0
"61",48,510,0.3,0.5,0.1,0.2,0,0,0,0.2,0.203,1,1,0.201211136749418,0.774826593108302,0.852654240708174,0.0436209234334151,0.0435460915550175,0,0
"62",49,30,0.3,0.5,0.1,0.4,0.007,0,0,0.373,0.38,1,1,0.393439492929943,0.900845110277894,0.928406622084909,0.106292044945693,0.114534477180429,0,0
"63",5,120,0.3,0.1,0,0.4,0,0,0,0,0,0.004004004004004,0.004,0.398913270115668,0.618276515669899,0.618350348642964,0.333550033704606,0.333654410348867,0.199230974971704,0.197486283240024
"64",50,120,0.3,0.5,0.1,0.4,0,0,0,0.328,0.33,1,1,0.398482861569995,0.899260469026365,0.927267555800527,0.0619779387808394,0.0627705299411005,0,0
"65",51,510,0.3,0.5,0.1,0.4,0,0,0,0.205,0.205,1,1,0.39999041334382,0.899322258425229,0.927208382897481,0.0427761336684953,0.0428338257134797,0,0
"66",52,30,0.3,0.5,0.1,0.8,0,0,0,0.365,0.377,1,1,0.79462897360183,0.981844345939504,0.983727632209726,0.109190787357182,0.112575168978438,0,0
"67",53,120,0.3,0.5,0.1,0.8,0,0,0,0.317,0.318,1,1,0.798991485754905,0.98151739578163,0.983318001124868,0.0638908143307982,0.0645116587542839,0,0
"68",54,510,0.3,0.5,0.1,0.8,0,0,0,0.204,0.197,1,1,0.799562856330865,0.981448032800923,0.983240012935205,0.0415427315818855,0.0415228852387211,0,0
"69",55,30,0.3,0.1,0.3,0.2,0.151,0.236,0.084,0.315,0.312,0.39,0.172,0.209691967423125,0.155068115278641,0.297826999522317,0.130470787212789,0.132449685263516,0.105376076008873,0.217274016478819
"70",56,120,0.3,0.1,0.3,0.2,0.011,0.075,0.003003003003003,0.173,0.173,0.286,0.041,0.206257685455871,0.12865714996759,0.286792332440429,0.0951076108664608,0.0960081023987061,0.063762525496906,0.186969502689334
"71",57,510,0.3,0.1,0.3,0.2,0,0.004,0,0.032,0.033,0.162,0.001,0.199836500160428,0.12318958630478,0.284192032249504,0.0840778693364319,0.0844001441123014,0.0474662979124391,0.184684923704507
"72",58,30,0.3,0.1,0.3,0.4,0.013,0.148,0.076,0.293,0.295,0.391,0.158,0.392754387744312,0.203427755018871,0.292143201968237,0.12665807634403,0.129244789313894,0.0992083527628551,0.250370077547701
"73",59,120,0.3,0.1,0.3,0.4,0,0.033,0,0.182,0.178,0.317,0.036,0.397787344655716,0.181348930487371,0.275492890337286,0.0928742636326319,0.0935810424259652,0.0626145349853358,0.206272141968015
"74",6,510,0.3,0.1,0,0.4,0,0,0,0,0,0,0,0.399041121712011,0.618502810048957,0.618511547371404,0.331245970363769,0.331378727365119,0.196949581425901,0.196690730185537
"75",60,510,0.3,0.1,0.3,0.4,0,0,0,0.029,0.029,0.179,0,0.398767817928424,0.181788553831066,0.273223251283068,0.0823126450308936,0.0825299969008983,0.0461766312541332,0.201896246837066
"76",61,30,0.3,0.1,0.3,0.8,0,0,0.001,0.319,0.314,0.409,0.309,0.790040436107903,0.477072929239126,0.510101047397805,0.127326840602941,0.129033070706172,0.101925327359282,0.165383286612896
"77",62,120,0.3,0.1,0.3,0.8,0,0,0,0.191,0.19,0.315,0.157,0.797794143215281,0.470908006653211,0.49785286914451,0.0940015372137122,0.0946342655913672,0.063708286722268,0.109357021548206
"78",63,510,0.3,0.1,0.3,0.8,0,0,0,0.024,0.024,0.167,0.021,0.799665374438729,0.472053572597574,0.498732042419553,0.0848672303609601,0.0849378806171909,0.048549826294034,0.0973615980078538
"79",64,30,0.3,0.3,0.3,0.2,0.143,0.063,0.004,0.369,0.374,0.89,0.841,0.209588886032698,0.287589822805682,0.549283914245214,0.113096268991137,0.117206044944842,0.00970559935089002,0.0196061598236389
"80",65,120,0.3,0.3,0.3,0.2,0.029,0,0,0.292,0.293,0.994,0.986,0.196987400427434,0.28571768566012,0.553868323905131,0.0695292365885898,0.0703353152479861,0.000132111542529314,0.000550436862087449
"81",66,510,0.3,0.3,0.3,0.2,0,0,0,0.13,0.131,1,1,0.199505889721464,0.287120580318989,0.554267182204085,0.053995826290955,0.0540632170826832,0,0
"82",67,30,0.3,0.3,0.3,0.4,0.018,0,0,0.367,0.359,0.893,0.811,0.393868568033706,0.500044454272528,0.657448879450341,0.112406396726088,0.114602629992224,0.0118968588403929,0.0253610266510159
"83",68,120,0.3,0.3,0.3,0.4,0.001,0,0,0.266,0.267,0.995,0.967,0.397448169159563,0.495145202965456,0.645321593653806,0.0695482069187463,0.0703992953518002,0.000164811064429775,0.00135917000583208
"84",69,510,0.3,0.3,0.3,0.4,0,0,0,0.14,0.141,1,1,0.398055316159884,0.496263979193581,0.644677541424873,0.0517174425880852,0.0518130159095146,0,9.97942053293685e-21
"85",7,30,0.3,0.1,0,0.8,0,0,0,0.034,0.04,0.169,0.173,0.791634395245241,0.837116926083436,0.837452283312243,0.323316155154854,0.323961731306467,0.196232041052163,0.193745940204017
"86",70,30,0.3,0.3,0.3,0.8,0,0,0,0.375,0.379,0.911,0.849,0.789377530326356,0.849508339873403,0.867927454780134,0.101710469462601,0.10515068714294,0.00838261101635907,0.0164000671259676
"87",71,120,0.3,0.3,0.3,0.8,0,0,0,0.28,0.277,0.99,0.985,0.797204932311909,0.85013908253315,0.866555597188575,0.068093124698465,0.068659354126694,0.000333050631368286,0.000718911591155308
"88",72,510,0.3,0.3,0.3,0.8,0,0,0,0.099,0.097,1,1,0.799357852583091,0.850126069312835,0.866629591407741,0.0557363365678787,0.0557903834163146,5.54993705835176e-19,2.20749273895276e-18
"89",73,30,0.3,0.5,0.3,0.2,0.157,0.004,0,0.383,0.382,0.997,0.998,0.212484176120726,0.461564895774625,0.739123583857267,0.104749836542352,0.111376851378541,0.000109987367490146,6.38267083293785e-05
"90",74,120,0.3,0.5,0.3,0.2,0.015,0,0,0.345,0.346,1,1,0.205369866601688,0.458542200546004,0.732871432822672,0.0591093684569709,0.0603371867649036,0,0
"91",75,510,0.3,0.5,0.3,0.2,0,0,0,0.25,0.248,1,1,0.201456810894022,0.455912253181319,0.733447281227131,0.0358547866607337,0.0358709082776339,0,0
"92",76,30,0.3,0.5,0.3,0.4,0.014,0,0,0.413,0.418,0.998,0.993,0.395805695344187,0.685903296788103,0.817238341207451,0.0998472297056321,0.105549824348847,0.000195212452893281,0.000719168238074352
"93",77,120,0.3,0.5,0.3,0.4,0,0,0,0.364,0.36,1,1,0.398762240734941,0.686273468595585,0.811950941319111,0.0565542206350199,0.0567665768823032,0,0
"94",78,510,0.3,0.5,0.3,0.4,0,0,0,0.246,0.252,1,1,0.398304687846688,0.68563560253625,0.811675220731991,0.0358435392401761,0.0360246198408247,0,0
"95",79,30,0.3,0.5,0.3,0.8,0,0,0,0.402,0.41,1,0.997,0.796345447578631,0.930326971617183,0.941242142376334,0.100818149177902,0.10401441571252,1.1681520573048e-18,5.84347584144391e-05
"96",8,120,0.3,0.1,0,0.8,0,0,0,0,0,0.00800800800800801,0.012,0.797548495194058,0.841894880740819,0.842039848799831,0.333990957871311,0.334059234723572,0.200260935897706,0.199681058148556
"97",80,120,0.3,0.5,0.3,0.8,0,0,0,0.369,0.373,1,1,0.798730969767966,0.928524633678885,0.93855128292266,0.0563798285933861,0.0567001510372363,0,0
"98",81,510,0.3,0.5,0.3,0.8,0,0,0,0.231,0.234,1,1,0.800664453352899,0.928449093839755,0.938475072880501,0.0391642023036862,0.0392358374343397,0,0
"99",82,30,0.3,0.1,0.5,0.2,0.139,0.361,0.286,0.424,0.417,0.463,0.166,0.208467769360265,0.112548412242513,0.177357162275098,0.094507312811997,0.0983496162270035,0.0843162862551043,0.251523565163546
"100",83,120,0.3,0.1,0.5,0.2,0.014,0.247,0.129,0.352,0.343,0.424,0.044,0.197465104022252,0.0782960400537562,0.138336289060813,0.0566677504003709,0.0574616065371099,0.0462737508417011,0.214004586314405
"101",84,510,0.3,0.1,0.5,0.2,0,0.083,0.006,0.207,0.206,0.334,0,0.200152707695601,0.0674716947640431,0.12917389566017,0.0421149730793396,0.0423839361159101,0.0291811945425155,0.20890701148955
"102",85,30,0.3,0.1,0.5,0.4,0.011,0.243,0.202,0.395,0.396,0.452,0.212,0.401491885434613,0.150524811458977,0.185236104306242,0.099298355140152,0.102974174476072,0.0877799734131132,0.248353376251237
"103",86,120,0.3,0.1,0.5,0.4,0,0.1,0.07,0.332,0.335,0.403,0.068,0.401495608029226,0.122063294641523,0.155815346780048,0.0605345409780978,0.0610557243547288,0.0500018479767557,0.178892322790911
"104",87,510,0.3,0.1,0.5,0.4,0,0.002,0,0.22,0.21,0.332,0.003,0.398971876697274,0.113809745882944,0.15422956630067,0.0415200010237878,0.0416746784607621,0.0287352181150845,0.166269748242517
"105",88,30,0.3,0.1,0.5,0.8,0,0.017,0.015,0.42,0.409,0.45,0.378,0.791093403107472,0.365744564893737,0.383667408087638,0.0937976678171199,0.094065736910549,0.0846588312400997,0.118282329415005
"106",89,120,0.3,0.1,0.5,0.8,0,0,0,0.352,0.355,0.417,0.289,0.797405196559395,0.372959260588464,0.389157683362774,0.0564343147844282,0.0568798417974867,0.0458449766068655,0.0708206519339193
"107",9,510,0.3,0.1,0,0.8,0,0,0,0,0,0,0,0.800997574268275,0.841492080431533,0.841481816427368,0.332590569627809,0.332682344793946,0.198961785119737,0.19888884423331
"108",90,510,0.3,0.1,0.5,0.8,0,0,0,0.205,0.204,0.336,0.125,0.799537987885191,0.370742120931045,0.386035854780947,0.0414621773675638,0.0415160542831551,0.0286293961712634,0.0553230654956818
"109",91,30,0.3,0.3,0.5,0.2,0.16,0.146,0.04,0.443,0.442,0.735,0.537,0.205072064374244,0.199826172139017,0.400680842492186,0.0851088704311875,0.0866783177056982,0.0306218511434144,0.0871611641524594
"110",92,120,0.3,0.3,0.5,0.2,0.021,0.017,0,0.368,0.361,0.878,0.601,0.198841012875075,0.191475273855987,0.381418857057083,0.0541493236933924,0.0548916875131915,0.00607655595006339,0.0355396564170065
"111",93,510,0.3,0.3,0.5,0.2,0,0,0,0.275,0.275,0.995,0.717,0.199217241599965,0.187350905151675,0.376776322229338,0.0341444496390098,0.0343261401888502,0.000161756565922803,0.0100713790934922
"112",94,30,0.3,0.3,0.5,0.4,0.017,0.016,0.003,0.433,0.429,0.728,0.5,0.396901489130095,0.368093121891022,0.495500685708651,0.0958461674433849,0.0989053865281297,0.0308733406540193,0.101192417934962
"113",95,120,0.3,0.3,0.5,0.4,0,0,0,0.337,0.342,0.885,0.536,0.401405785452262,0.370359283180837,0.482263953093058,0.0558331268278421,0.0567156599136071,0.00514490880744411,0.0407196649373913
"114",96,510,0.3,0.3,0.5,0.4,0,0,0,0.275,0.276,0.996,0.631,0.400511894457841,0.368363892162511,0.482956232091799,0.0357143334265843,0.0358912069651183,5.26091170129928e-05,0.0139727977604294
"115",97,30,0.3,0.3,0.5,0.8,0,0,0,0.449,0.446,0.721,0.635,0.791888598658591,0.774676237205775,0.792496383180516,0.0907847663277345,0.0919567207680934,0.032966912334366,0.0545229585850624
"116",98,120,0.3,0.3,0.5,0.8,0,0,0,0.369,0.37,0.892,0.797,0.79788377177014,0.773157874285985,0.789707960485252,0.0540836017884529,0.0545031372733927,0.00525304963926034,0.011504033819725
"117",99,510,0.3,0.3,0.5,0.8,0,0,0,0.298,0.294,0.993,0.97,0.798944338085081,0.772287804973891,0.788398473700748,0.0322350990005067,0.0322681963446538,0.000129166393086956,0.000727998412673354
