"","condition","ICC_MLM0mean","REMLcriterion_MLM0mean","REMLcriterion_MLM1mean","REMLcriterion_MLM2mean","REMLcriterion_MLM3mean","REMLcriterion_MLM4mean","REMLcriterion_MLM5mean","REMLcriterion_MLM6mean","AIC_sib0mean","AIC_sib1mean","AIC_sib2mean","AIC_sib3mean","BIC_sib0mean","BIC_sib1mean","BIC_sib2mean","BIC_sib3mean","rsquared_sib0mean","adj_rsquared_sib0mean","rsquared_sib1mean","adj_rsquared_sib1mean","rsquared_sib2mean","adj_rsquared_sib2mean","rsquared_sib3mean","adj_rsquared_sib3mean","marg_rsquared_MLM0mean","cond_rsquared_MLM0mean","marg_rsquared_MLM1mean","cond_rsquared_MLM1mean","marg_rsquared_MLM2mean","cond_rsquared_MLM2mean","marg_rsquared_MLM3mean","cond_rsquared_MLM3mean","marg_rsquared_MLM4mean","cond_rsquared_MLM4mean","marg_rsquared_MLM5mean","cond_rsquared_MLM5mean","marg_rsquared_MLM6mean","cond_rsquared_MLM6mean"
"39",39,0.199295641732244,6155.58842832647,4316.3414284728,4002.9780834658,5433.9185734415,5440.25277070583,4959.95240907954,4916.12958688706,2397.72354916789,2398.04223191854,2384.73528182094,2342.87606156351,2423.1300135222,2427.68310699857,2414.37615690097,2380.98575809498,0.571998275512729,0.568608162843523,0.573431734846566,0.56919990681925,0.584733905564838,0.580614202247029,0.620198047856073,0.614902004698688,0,0.199295641732244,0.800449335110507,0.920138915209098,0.833111301641055,0.95267311070433,0.519512849444734,0.560799003941023,0.519769594268198,0.561018826433685,0.699929768647943,0.699929768647943,0.716232949531411,0.716232949531411
"40",40,0.395434830200816,371.059142910282,276.033798156066,270.459541469818,320.073668725315,323.603251463692,291.87708319675,297.502278766088,144.051239367475,144.638326196275,143.754052722534,142.829766670691,152.458423657448,154.44670786791,153.562434394169,155.44054310565,0.614187125011671,0.552457065013538,0.630271678466898,0.553244944814168,0.64458743731593,0.570543153423415,0.690554041398218,0.592093963661288,0,0.395434830200816,0.722842331865597,0.940432275019033,0.739908814512492,0.957838252702194,0.627267670905438,0.679275467535656,0.630288637658353,0.683465816698917,0.766831231853843,0.766847937254085,0.773947324290107,0.773952536256061
"41",41,0.39312187189452,1498.93326806567,1104.23436936562,1064.96663693102,1282.61313750169,1287.71484512585,1172.42096471983,1173.69155131828,567.648931478627,568.339629495696,565.464794863705,557.183384240589,584.373881935319,587.852071695171,584.97723706318,582.270809925627,0.579770950973856,0.565154288399034,0.584298928751111,0.56606642562616,0.59539557148642,0.577649763218281,0.633111924984377,0.6101814202959,0,0.39312187189452,0.724567551262397,0.940341687038889,0.74186957656954,0.958075660047945,0.634915644370801,0.670783997762235,0.635639248507184,0.671568990626218,0.77127260603683,0.77127260603683,0.780012240126235,0.780012240126235
"42",42,0.400214718712038,6379.16963932101,4680.96151149177,4491.46449024705,5435.25346901637,5441.90419657508,4962.1706075681,4935.2192445521,2404.46097521094,2404.95494312615,2391.5938404626,2349.89043006098,2429.86743956525,2434.59581820618,2421.23471554263,2388.00012659244,0.564290793276745,0.560839631243293,0.565592637236362,0.561283040383548,0.577107025810134,0.572911659002695,0.613117568529191,0.607722793588363,0,0.400214718712038,0.724773438022813,0.940038816116017,0.742451366732096,0.957849327213533,0.638672208099776,0.669057067708538,0.638820591723755,0.669213689431763,0.774153877993466,0.774153877993466,0.782951753718057,0.782951753718057
"43",43,0.792272764110998,410.085052183111,323.738097995417,326.911546800303,321.643994542445,326.399618660658,293.540242334166,302.852403330536,144.247158137605,144.655646403397,143.953063696933,142.649888107979,152.654342427578,154.464028075032,153.761445368568,155.260664542939,0.604623636815167,0.541363418705594,0.622694938942343,0.544089717888664,0.636438726849191,0.560696794942772,0.686576238065084,0.586850495631247,0,0.792272764110998,0.56245187777689,0.979664601151047,0.564677010988625,0.981698061722728,0.869587653019294,0.888562047545385,0.869575870873174,0.889278387822824,0.918791003376623,0.918796604416802,0.918775095444612,0.918798142449633
"44",44,0.798962732063743,1659.41306264666,1298.79836191912,1294.58160199309,1283.70340151231,1290.00039274856,1173.43138733467,1183.72475696632,572.810817883891,573.559948976772,570.411143038664,562.553734639363,589.535768340583,593.072391176246,589.923585238138,587.641160324402,0.56098851475805,0.545718550053982,0.565465525463657,0.54640699587873,0.577969151657489,0.559459026730186,0.616496094533435,0.592527100441774,0,0.798962732063743,0.571836989559569,0.979906247039665,0.573701443659773,0.981790184894608,0.87761951367892,0.889565455203204,0.877696196095989,0.889643093767118,0.923432493159635,0.923432493159635,0.924159595550879,0.924159595550879
"45",45,0.799411170468136,7068.82026776275,5510.95031792355,5468.35768191465,5437.71021284924,5445.43345766287,4963.97230589519,4967.3404822296,2420.24003865676,2420.72890384094,2406.58683312292,2365.97633522536,2445.64650301107,2450.36977892096,2436.22770820295,2404.08603175683,0.552766608450044,0.549224165744697,0.554111274335656,0.549687775073113,0.566608630213409,0.562309112656002,0.602665907865313,0.597125392636343,0,0.799411170468136,0.574981171327949,0.979999786276823,0.576925249715398,0.98188349123845,0.879388859539219,0.889834265577654,0.879415124685096,0.88985763939276,0.924682309080397,0.924682309080397,0.925583299341842,0.925583299341842
"46",46,0.209179258620321,393.843769701775,275.027213585648,264.096895311046,369.318708317602,371.627855076073,333.709471285161,338.066710767168,132.62574498695,132.886594762367,132.523070800434,129.344871990399,141.032929276923,142.694976434003,142.331452472069,141.955648425359,0.831264476536563,0.804266792782413,0.841467651557204,0.808440078964955,0.842384051225664,0.80954739523101,0.872317612848803,0.83169139875524,0,0.209179258620321,0.803559648655127,0.956128436872415,0.82094234997294,0.973797687031868,0.367543646406901,0.435926705153459,0.376433175473615,0.448337753045038,0.64291402252005,0.64291402252005,0.649990615981876,0.649990615981876
"47",47,0.207740670731202,1587.55144617486,1101.84343143775,1040.26518246201,1483.77687909006,1487.78426098776,1342.78254595159,1345.53601317569,534.0877159171,534.21485579182,533.799284482858,520.396124426538,550.812666373792,553.727297991294,553.311726682332,545.483550111577,0.803917415712827,0.797097151911535,0.807028867910984,0.798565221766729,0.807415310772427,0.798968613876481,0.83046802277263,0.819872274195919,0,0.207740670731202,0.801004726676452,0.95573349809806,0.819353630893674,0.973711897885025,0.377078551837338,0.416295793689527,0.378876116416722,0.418774618247337,0.65443894289615,0.65443894289615,0.662975433162417,0.662975433162417
"48",48,0.201211136749418,6755.47223508799,4664.0943448747,4381.73335430207,6300.41891020392,6305.91297802488,5699.07372343284,5684.35566736207,2273.27998759744,2273.12583578099,2273.05597859154,2218.21289757369,2298.68645195175,2302.76671086102,2302.69685367157,2256.32259410516,0.801557245832954,0.799985422037571,0.80242256787826,0.800462474305624,0.802401088452803,0.800440781790629,0.823165463505743,0.820699643275743,0,0.201211136749418,0.802639636067402,0.955602918561047,0.820549410826842,0.973585085608657,0.377175235885044,0.404296081758659,0.377596752751701,0.404653142077301,0.655418461056075,0.655418461056075,0.664243571915959,0.664243571915959
"49",49,0.393439492929943,406.313927022681,300.250965538001,295.074638280872,369.575352303105,372.239414833487,334.130259058946,339.612953532925,132.944976857798,133.13311280228,132.591559497613,129.552212068921,141.352161147771,142.941494473915,142.399941169248,142.162988503881,0.827212309276804,0.799566278761093,0.837983950474396,0.804230606823229,0.839636618325294,0.806227580476397,0.869109090076972,0.827461982374191,0,0.393439492929943,0.666869697311116,0.96733784757708,0.676441443744947,0.977076719255323,0.517293234748139,0.568461925297906,0.521939950145639,0.576512261387254,0.727504534873017,0.727504534873017,0.729569920033225,0.729569920033225
"50",50,0.398482861569995,1640.09234862519,1205.26494663172,1168.00376295246,1483.94307334955,1488.31500496327,1343.43206338152,1348.63311298645,536.955701177877,537.038433818574,536.784679130398,523.771974926768,553.68065163457,556.550876018049,556.297121329872,548.859400611806,0.800249101974674,0.793301244652054,0.803438082933582,0.794816946220142,0.803588962288296,0.794974443090414,0.826648413222085,0.815813939048466,0,0.398482861569995,0.668703005912337,0.966701656300264,0.678595376176715,0.976679093847123,0.530846455023714,0.559823616867366,0.531752195761007,0.561050353426591,0.739091782500939,0.739091782500939,0.743392216196712,0.743392216196712
"51",51,0.39999041334382,6979.54216903809,5111.43376025275,4931.25419471863,6300.75153523238,6306.54342973839,5700.64378729586,5693.70725360558,2293.77763383443,2293.61359541071,2293.66617566604,2241.17662072446,2319.18409818874,2323.25447049074,2323.30705074607,2279.28631725593,0.793811792335395,0.7921786184133,0.794722042397527,0.7926855547229,0.794649603413408,0.792612397098065,0.815460988668968,0.812887735522917,0,0.39999041334382,0.667766837180661,0.966567922698781,0.677699492317463,0.976550734385858,0.53211099902699,0.552098789766352,0.53235796585549,0.552360817873994,0.740838374716184,0.740838374716184,0.745651923912467,0.745651923912467
"52",52,0.79462897360183,445.493523474286,350.451451501527,353.424855316577,370.346560210581,374.093450982946,335.172165198459,343.762750730961,134.911067321478,135.219294336447,134.845910121885,132.278021480682,143.318251611451,145.027676008082,144.65429179352,144.888797915642,0.815791810025207,0.78631849962924,0.826761997595819,0.790670747094949,0.827991050134759,0.792155852246167,0.857223211472292,0.811794233304385,0,0.79462897360183,0.397078263960896,0.989094357705752,0.39807585797861,0.990244374500389,0.835103549651733,0.853251228276971,0.835739802277622,0.854588327530537,0.906795054058632,0.906795054058632,0.905344409069383,0.905344409069383
"53",53,0.798991485754905,1799.65353492658,1411.82216820803,1406.99500013788,1485.44386548492,1490.86234108287,1344.55777846085,1355.32525321963,540.595385024844,540.694517632177,540.451314367637,527.65120120251,557.320335481536,560.206959831651,559.963756567111,552.738626887548,0.794869425026682,0.787734448505871,0.798070324185243,0.789213759456525,0.798392515949483,0.789550082438495,0.82157869672014,0.810427365265149,0,0.798991485754905,0.397736796085333,0.988872915931193,0.399006717599874,0.989978032044339,0.841523225593091,0.851630411341128,0.841642798838323,0.851856819359242,0.912146614944094,0.912146614944094,0.912254984475119,0.912254984475119
"54",54,0.799562856330865,7667.059963521,5995.25934169795,5951.39565345188,6301.54981071987,6308.48101835135,5702.37848558553,5711.16707240714,2311.5694604396,2311.61244473524,2311.48366431381,2260.50336886164,2336.97592479391,2341.25331981527,2341.12453939384,2298.6130653931,0.787069230167215,0.785382649812104,0.787917953974538,0.785813965422698,0.787945945718608,0.785842234862642,0.809043543054443,0.806380803614963,0,0.799562856330865,0.399106228629981,0.988852940051649,0.400152389477706,0.989947184831288,0.843804121113622,0.850284985339484,0.843834602861478,0.850311834066665,0.913416639369725,0.913416639369725,0.913865479179747,0.913865479179747
"55",55,0.209691967423125,357.081103734663,314.974098674353,268.256439998214,318.095355008028,321.202693821192,313.505984372859,299.37552361738,164.233131402394,160.771831149881,164.166906998651,146.921166494925,172.640315692367,170.580212821516,173.975288670286,159.531942929884,0.438454980372366,0.348607777231945,0.531923825958184,0.434407956366139,0.473371037903985,0.363656670800649,0.726667123711348,0.639697572164959,0,0.209691967423125,0.536364970623994,0.6093629219837,0.797314689857818,0.859515137841312,0.512972250519066,0.577127648094229,0.520712137283325,0.584746819894701,0.535759585876477,0.584996325551134,0.670377534912966,0.741401290393957
"56",56,0.206257685455871,1443.74361200154,1265.76215426067,1065.54660623752,1278.90920615242,1283.44095204875,1268.36600504403,1196.02142214781,644.463104626684,630.193197339631,643.103755527055,567.975180204824,661.188055083376,649.705639539105,662.616197726529,593.062605889862,0.372552742530446,0.350728490096722,0.452268720770543,0.428245419049952,0.389459328016966,0.362681228368587,0.679156401330411,0.659103676413562,0,0.206257685455871,0.541629415990065,0.600904491078538,0.799454343490263,0.857304611549978,0.517768945021198,0.563711730984151,0.519779661131055,0.565978779459934,0.538920065171689,0.568332661036102,0.671302283731075,0.732042657514455
"57",57,0.199836500160428,6155.46503273753,5376.59535155957,4503.15787812521,5432.22931005572,5438.28209632314,5391.92872432024,5053.65669920412,2730.87504915435,2666.32023704091,2723.81199006506,2391.35193710848,2756.28151350866,2695.96111212094,2753.45286514509,2429.46163363995,0.358774073432383,0.353695056192244,0.437303644027905,0.431721338909134,0.369993766004836,0.363743704159646,0.673072779315349,0.668514033210185,0,0.199836500160428,0.543891224464397,0.600166431188739,0.801081537674179,0.857680946511618,0.520253912256525,0.560561170343928,0.520700552946606,0.561128764181921,0.540421945544542,0.562219348569965,0.673645717052611,0.733767632040678
"58",58,0.392754387744312,371.006103442914,318.824507733548,298.964928750808,318.842675747863,322.515487510068,313.94287165571,307.657411107337,165.06146754235,161.799176109178,164.99360964497,147.537974984154,173.468651832323,171.607557780813,174.801991316606,160.148751419113,0.435604694990068,0.345301446188479,0.52686049963461,0.42828977039182,0.470176527881812,0.35979663785719,0.722736814046593,0.634516709425054,0,0.392754387744312,0.630029649328644,0.706698411362775,0.749127302714644,0.823901181549921,0.635527560156893,0.681622613749964,0.639563131511401,0.686281462786191,0.653428785064574,0.687932410736591,0.719019899312208,0.7882460697564
"59",59,0.397787344655716,1498.0050995776,1281.30195064923,1186.53215457695,1280.41967564841,1285.56552265463,1269.86704226559,1229.8217690563,647.673766975704,633.349507558418,646.401818262394,572.581717169743,664.398717432396,652.861949757892,665.914260461869,597.669142854782,0.367279095790375,0.345271412165693,0.447894893909183,0.423679757677129,0.383929440289848,0.356908801706069,0.672807037364747,0.652357477200044,0,0.397787344655716,0.631287902073396,0.698630340591517,0.752892494499587,0.821293826067292,0.637663004744199,0.671404320124797,0.638719687275619,0.672631173291166,0.653350085331242,0.675098107145714,0.717657615607905,0.775549848071631
"60",60,0.398767817928424,6381.96582172968,5439.20305842199,5020.41007995213,5433.60217645153,5440.20988078482,5393.51950703567,5193.92927051156,2736.726939257,2672.37620749972,2729.17770238592,2400.11889925468,2762.13340361131,2702.01708257975,2758.81857746595,2438.22859578615,0.352251290598979,0.347120607752238,0.431325581764235,0.425683970472214,0.364193239520445,0.357885632769656,0.667929362450273,0.663298895392807,0,0.398767817928424,0.633307115110183,0.700061884964063,0.753349020235033,0.8208160040399,0.640179507497155,0.669788921034711,0.640434005539209,0.670101293648847,0.655183299823945,0.6710891813019,0.719239545785877,0.775825993661941
"61",61,0.790040436107903,409.201982494596,338.692159577583,339.650340606904,320.24637495549,325.477896232981,315.560964723516,321.394512930863,165.430383899054,162.172648201599,164.998779013958,148.43283070074,173.837568189027,171.981029873234,174.807160685593,161.043607135699,0.421069120479568,0.328440179756298,0.513783620982263,0.412488542020234,0.462546887980217,0.350577489642762,0.710807273406597,0.61879140585415,0,0.790040436107903,0.797749059419626,0.895774956873409,0.808962454754456,0.907690474502389,0.871128030546196,0.888089896945281,0.871451469353839,0.888628376993972,0.876492038981501,0.88968181265941,0.881987566181765,0.90298983818436
"62",62,0.797794143215281,1659.46042306433,1360.58987409144,1350.47346360046,1282.14787719154,1288.96872342005,1271.6279311371,1272.31521198714,648.942962632572,634.556912592761,647.25954452803,573.057947734899,665.667913089265,654.069354792235,666.771986727504,598.145373419938,0.362631828785429,0.340462501091009,0.444134264782998,0.419754188676989,0.381392387415853,0.354260474583215,0.672386361651018,0.651910509254206,0,0.797794143215281,0.80851992653273,0.898984848966628,0.818741561483108,0.909227702493468,0.87830248837368,0.889808936302034,0.878360308353382,0.889935970730561,0.883469420346974,0.890933126478417,0.888737342206212,0.901011386559547
"63",63,0.799665374438729,7064.88294651444,5770.69862562361,5705.37491920422,5432.27256031489,5440.50844281166,5392.46128251127,5358.51908259188,2739.10836906777,2674.4747595438,2730.81770318161,2406.78653158391,2764.51483342208,2704.11563462383,2760.45857826164,2444.89622811538,0.345017898009865,0.339829920964398,0.425256121349148,0.419554297156183,0.358004377519828,0.351635373328556,0.661272002819457,0.656548704053992,0,0.799665374438729,0.810240381275041,0.899885498968553,0.82048074034345,0.910081494655304,0.879648811892883,0.889889277348913,0.879672276044427,0.889920649873632,0.884630933911435,0.89025194555473,0.889798450152549,0.900565228245145
"64",64,0.209588886032698,377.563037221899,323.525883772066,282.249647680205,347.976444174215,350.564609449496,331.09785279712,322.765731758185,166.303128140091,166.178230751239,166.37155026457,154.632213875711,174.710312430064,175.986612422874,176.179931936205,167.242990310671,0.55384452717423,0.482459651522107,0.584765263207288,0.498258026375473,0.580686032419308,0.493328955839997,0.74184273035733,0.659701780925571,0,0.209588886032698,0.603669202842155,0.719437929891682,0.789729962500186,0.906477519211189,0.423838451069177,0.487597398009274,0.43329378960247,0.498257698264843,0.554811624249254,0.558792170841633,0.649929270449313,0.655062818830469
"65",65,0.196987400427434,1526.6188769152,1306.75177820356,1123.68205373742,1403.40874278676,1407.58367949144,1342.2088861204,1293.61479163822,655.028799765312,653.136839345364,654.446988807722,603.97270241192,671.753750222004,672.649281544838,673.959431007196,629.060128096959,0.497634490502893,0.480160907563863,0.514047727169499,0.492734030992722,0.508524648201494,0.486968711719103,0.685882180339137,0.666249816610333,0,0.196987400427434,0.600473815579582,0.7151994280908,0.791635564965236,0.907384508213212,0.425481539230422,0.464939378344001,0.427631704731735,0.467396615598791,0.555414787666677,0.555471611683066,0.650874678976611,0.65104655087045
"66",66,0.199505889721464,6499.33123046071,5548.89608773078,4744.77007838715,5955.43331589232,5961.12131114336,5698.20491379048,5460.20584958077,2769.345268457,2758.61537508682,2765.86258563216,2538.43982965495,2794.75173281131,2788.25625016685,2795.50346071219,2576.54952618642,0.482920499729167,0.478824820519101,0.495765907298011,0.490763584949776,0.488527972426777,0.483453845169106,0.67459484618709,0.67005732412197,0,0.199505889721464,0.600703416884134,0.715499941879567,0.792836388905978,0.907723667913094,0.428919296432679,0.459670892505018,0.429400622470164,0.46016350635143,0.557493452273936,0.557493452273936,0.653791910009101,0.653791910009101
"67",67,0.393868568033706,390.431813783287,338.504101458817,320.019512613186,348.820726908003,351.900073830803,331.888915969285,328.926005962585,168.516622692687,168.526037832898,168.594030317581,158.478072117438,176.92380698266,178.334419504533,178.402411989216,171.088848552398,0.52190434288194,0.445409037743051,0.55280369675519,0.459637800245855,0.550599915973547,0.456974898468036,0.70985650743554,0.617538123437757,0,0.393868568033706,0.573932758922212,0.789618344882507,0.668440148416423,0.887953451196939,0.560970254362204,0.608933514403069,0.566328904260153,0.614936219518552,0.661171849968824,0.66468148875904,0.711406478688026,0.717518642269309
"68",68,0.397448169159563,1579.01624373491,1366.16728428706,1279.57081639276,1403.08850540236,1407.65686293984,1341.84490347909,1313.56310648541,661.278242979093,659.532806410752,660.547155409848,613.008421331682,678.003193435785,679.045248610226,680.059597609322,638.09584701672,0.468568123406342,0.450083536394389,0.48511418088426,0.462531469519534,0.480735602674968,0.457960848406326,0.659494748066863,0.638213169821042,0,0.397448169159563,0.575340237051752,0.786233128826697,0.672221436342059,0.884193907923479,0.568826437328337,0.598576698864998,0.570157078809464,0.600188113788129,0.666543791007308,0.666593985188992,0.715702713003132,0.71604546455108
"69",69,0.398055316159884,6723.85807581303,5805.02469116458,5417.92375457856,5954.34216436827,5960.39491274064,5699.42940417446,5551.19868431408,2795.96099094294,2785.91997707829,2791.58754821442,2580.89355971754,2821.36745529725,2815.56085215831,2821.22842329445,2619.00325624901,0.455937558993567,0.451628153520249,0.468725624624791,0.463455045504005,0.462746510179117,0.457416614446767,0.646739867085635,0.641813928977267,0,0.398055316159884,0.574988823682673,0.786021741409361,0.672280266841223,0.883645926793365,0.571647742488687,0.593684123889587,0.571960484921736,0.594021795417301,0.667242265601716,0.667242265601716,0.715851196451344,0.715851196451344
"70",70,0.789377530326356,429.598582293874,380.742678834413,381.234115273781,350.774655007716,355.288371796802,334.432726811386,340.467570953563,170.82958477258,171.090106543683,170.928678067656,161.953230189384,179.236769062553,180.898488215318,180.737059739291,174.564006624344,0.4890420405871,0.407288767081036,0.518225850892347,0.417856236494919,0.520094389142134,0.420114053546745,0.676505320084184,0.573575194656424,0,0.789377530326356,0.509723294291026,0.926967230052818,0.518964754066067,0.937126495740424,0.845251366773416,0.860857731827891,0.845621655295147,0.861843521625406,0.87927539908485,0.880210684943984,0.884151512058663,0.885954041992773
"71",71,0.797204932311909,1738.86080973842,1535.95777073174,1525.21156528337,1403.91861415767,1409.962662573,1343.49488699852,1345.69689065942,667.710436527666,666.152185691284,666.98792458213,622.982229763008,684.435386984358,685.664627890758,686.500366781604,648.069655448047,0.439597463734175,0.42010520160319,0.456248615762899,0.432399870840219,0.452347384956988,0.428327533420013,0.630095875479163,0.60697686769661,0,0.797204932311909,0.520032343502239,0.928172907697297,0.529527070966883,0.937318633549308,0.854497298406878,0.864351872941417,0.854622429951826,0.864562509291265,0.887053843683639,0.887090386066834,0.891542778674423,0.891617204978967
"72",72,0.799357852583091,7412.18015943777,6529.0535041314,6462.3821846066,5959.6054920624,5967.15850574128,5701.71869611985,5673.83648269915,2822.53337040931,2812.57245274477,2816.92241814028,2617.96220336508,2847.93983476362,2842.2133278248,2846.56329322031,2656.07189989654,0.427032450686211,0.422494093859963,0.440406741301885,0.434855220878292,0.435579664500663,0.429980256410392,0.620202153950644,0.614906168049557,0,0.799357852583091,0.524887499511174,0.928813353578886,0.533851718927857,0.937854622148746,0.85652528071804,0.864493980586045,0.856553318428448,0.864529757934636,0.888903691697735,0.888903691697735,0.893472750069112,0.893472750069112
"73",73,0.212484176120726,405.19394749998,335.975149652149,297.065877543976,382.949287821756,385.166394146361,356.16018838668,351.991081147684,168.537194457911,168.827882886719,168.597461747397,157.911084115496,176.944378747884,178.636264558354,178.405843419032,170.521860550455,0.675995723928619,0.624155039757198,0.693202397564416,0.629286230390336,0.694702030772471,0.631098287183403,0.808258331495768,0.747249618789875,0,0.212484176120726,0.666818605947197,0.82278169381187,0.790947329139767,0.946356890120261,0.341843430983239,0.409127738110295,0.350949054571869,0.421354438674954,0.565566100674053,0.565598683045627,0.628001940481211,0.628019971748077
"74",74,0.205369866601688,1635.65977219746,1353.74048411566,1183.0442544108,1543.29432850986,1547.01491316639,1440.47064084312,1410.33076506282,662.606491218236,663.137125710286,662.85225375496,618.699940440251,679.331441674928,682.64956790976,682.364695954435,643.78736612529,0.6331635471517,0.620404018356977,0.637616282655241,0.621722259964681,0.63830987639063,0.622446274477938,0.756674366904657,0.741466514836198,0,0.205369866601688,0.667101990193555,0.820149900926659,0.792402566574834,0.944709525426676,0.345774359137737,0.384038364505414,0.347947366144856,0.386861213727236,0.573264616558567,0.573264616558567,0.636275464721651,0.636275464721651
"75",75,0.201456810894022,6960.82254899258,5751.6233082449,4999.48526238664,6555.83426307616,6560.94685014453,6122.45655634753,5971.20853396259,2803.20905360538,2803.83912883864,2803.55070755104,2609.39206898788,2828.61551795969,2833.48000391867,2833.19158263107,2647.50176551934,0.621414817864987,0.618416123353027,0.622432957273347,0.618687252484393,0.622611085553502,0.618867147910184,0.74377925321146,0.740206453953452,0,0.201456810894022,0.666082748077356,0.818436537561101,0.792618825460874,0.944757021941509,0.345914797011276,0.369303300435897,0.34648925731422,0.369867837633072,0.57300777777906,0.57300777777906,0.635909737606922,0.635909737606922
"76",76,0.395805695344187,418.327515966729,356.307655641811,337.288907025292,382.877545001211,385.373672911718,356.259573777948,355.655724886044,171.568678936343,172.097216361115,171.956310195722,162.760055047368,179.975863226316,181.90559803275,181.764691867357,175.370831482328,0.644280477459508,0.58736535385303,0.660567111686478,0.58985192662116,0.662149867092109,0.591764422736298,0.775081837733236,0.703516967921083,0,0.395805695344187,0.567718362285855,0.865665149688916,0.634172540369217,0.93380109449911,0.506008704996667,0.554388880395846,0.511479789800352,0.562215346399728,0.673362994886467,0.673400349070673,0.705344448989307,0.705460642425824
"77",77,0.398762240734941,1688.14281112378,1437.09474550581,1350.9629877427,1543.3926438688,1547.43931861224,1441.15815442828,1423.50637561337,672.478324345421,673.116612362175,672.966667692868,631.920652263406,689.203274802113,692.629054561649,692.479109892343,657.008077948444,0.603620953274156,0.589833855996736,0.608015934434487,0.590823650857052,0.608477261615982,0.591305211686858,0.729067108939204,0.712133803247904,0,0.398762240734941,0.566455353881518,0.864237235725111,0.632587988564402,0.931057478688717,0.507619863869711,0.535103138340128,0.508979529679768,0.536500325640307,0.678001188135152,0.678001188135152,0.711545923528031,0.711545923528031
